Index (),ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED ()
11,0,0,0,17.647058,0,28,-3.125,0,101,35.294117,49.803921,16.078432,31.764706,13.333333,0,100,0,26,5,39.099998,26.5,12.363,0,0,7495,0,255
12,0,0,0,17.647058,0,28,-3.125,0,101,35.294117,49.803921,16.078432,31.764706,13.333333,0,100,0,26,5,39.099998,26.5,12.363,0,0,7495,0,255
13,0,0,0,17.647058,0,28,-3.125,0,101,35.294117,49.803921,16.078432,31.764706,13.333333,0,101,0,26,5,39.099998,26.5,10.605,0,0,7495,0,255
14,0,0,0,17.647058,0,28,-3.125,0,101,35.294117,50.196079,16.078432,31.764706,20,0,101,0,26,5,39.099998,26.5,10.605,0,0,7495,0,255
15,0,1793.75,0,20,25.09804,28,3.90625,0,24,35.294117,50.196079,16.078432,31.764706,20,0,101,0,25,24,39.099998,26.5,10.605,0,0,7495,0,255
16,1,1793.75,0,20,25.09804,28,3.90625,0,24,35.294117,50.196079,16.078432,31.764706,20,0,101,0,25,24,39.099998,26.5,10.605,0,0,7495,0,255
17,1,1793.75,0,20,25.09804,28,3.90625,0,24,35.294117,52.156864,16.078432,31.764706,20,0,101,0.784314,25,24,39.099998,26.5,12.011,0,0,7495,0,255
18,1,1793.75,0,20,25.09804,28,3.90625,0,24,35.294117,52.156864,16.078432,31.764706,20,0,101,0.784314,25,24,39.099998,26.5,12.011,0,0,7495,0,255
19,3,1802.25,0,20,23.137255,29,3.90625,0,23,35.294117,52.156864,16.078432,31.764706,20,0,101,0.784314,25,23,39.099998,26.5,12.011,0,0,7495,0,255
20,3,1802.25,0,20,23.137255,29,3.90625,0,23,35.294117,52.156864,16.078432,31.764706,20,0,101,0.784314,25,23,39.099998,26.5,12.011,0,0,7495,0,255
21,3,1802.25,0,20,23.137255,29,3.90625,0,23,35.294117,52.156864,16.078432,31.764706,19.607843,0,101,0.784314,25,23,28.099998,27.099998,14.101,0,0,7495,0,255
22,3,1802.25,0,20,23.921568,29,3.90625,0,23,35.294117,52.156864,16.078432,31.764706,19.607843,0,101,0.784314,25,23,28.099998,27.099998,14.101,0,0,7495,0,255
23,4,1700.75,0,19.607843,23.921568,29,3.90625,0,23,35.294117,52.156864,16.078432,31.764706,19.607843,0,101,0.784314,26,21,28.099998,27.099998,14.101,0,0,7495,0,255
24,4,1700.75,0,19.607843,23.921568,29,3.90625,0,23,35.294117,52.156864,16.078432,31.764706,19.607843,0,101,0.784314,26,21,32.5,27.099998,14.316,0,0,7495,0,255
25,4,1700.75,0,19.607843,23.921568,29,3.90625,0,23,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,26,21,32.5,27.099998,14.316,0,0,7495,0,255
26,4,1583.5,0,19.215687,23.137255,29,3.90625,0,23,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,26,19,32.5,27.099998,14.316,0,0,7495,0,255
27,6,1583.5,0,19.215687,23.137255,29,3.90625,0,23,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,26,19,32.5,27.099998,14.316,0,0,7495,0,255
28,6,1583.5,0,19.215687,23.137255,29,3.90625,0,23,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,26,19,38.800003,27.099998,14.335,0,0,7495,0,255
29,6,1583.5,0,19.215687,23.137255,29,3.90625,0,23,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,26,19,38.800003,27.099998,14.335,0,0,7495,0,255
30,6,1489,0,19.215687,23.921568,30,3.90625,0,25,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,26,14,38.800003,27.099998,14.335,0,0,7495,0,255
31,8,1489,0,19.215687,23.921568,30,3.90625,0,25,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,26,14,38.800003,27.099998,14.335,0,0,7495,0,255
32,8,1489,0,19.215687,23.921568,30,3.90625,0,25,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,26,14,42.400002,27.099998,14.335,0,0,7495,0,255
33,8,1489,0,19.215687,25.09804,30,3.90625,0,25,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,26,14,42.400002,27.099998,14.335,0,0,7495,0,255
34,10,1409.25,0,19.215687,25.09804,30,3.90625,0,25,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,26,9,42.400002,27.099998,14.335,0,0,7495,0,255
35,10,1409.25,0,19.215687,25.09804,30,3.90625,0,25,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,26,9,50.199997,27.099998,12.812,0,0,7495,0,255
36,10,1409.25,0,19.215687,25.09804,30,3.90625,0,25,35.294117,53.725491,16.078432,31.764706,20.784313,0,101,1.960784,26,9,50.199997,27.099998,12.812,0,0,7495,0,255
37,10,1429.5,0,20.784313,36.470589,30,3.125,0,36,35.294117,53.725491,16.078432,31.764706,20.784313,0,101,1.960784,26,5,50.199997,27.099998,12.812,0,0,7495,0,255
38,12,1429.5,0,20.784313,36.470589,30,3.125,0,36,35.294117,53.725491,16.078432,31.764706,20.784313,0,101,1.960784,26,5,50.199997,27.099998,12.812,0,0,7495,0,255
39,12,1429.5,0,20.784313,36.470589,30,3.125,0,36,35.294117,53.725491,16.078432,31.764706,20.784313,0,101,1.960784,26,5,60.5,27.300003,14.257,0,0,7495,0,255
40,12,1429.5,0,20.784313,36.470589,30,3.125,0,36,35.294117,53.725491,16.078432,31.764706,21.17647,0,101,1.960784,26,5,60.5,27.300003,14.257,0,0,7495,0,255
41,12,1452.25,0,21.17647,36.862743,31,3.125,0,37,35.294117,53.725491,16.078432,31.764706,21.17647,0,101,1.960784,26,1,60.5,27.300003,14.257,0,0,7495,0,255
42,13,1452.25,0,21.17647,36.862743,31,3.125,0,37,35.294117,53.725491,16.078432,31.764706,21.17647,0,101,1.960784,26,1,60.5,27.300003,14.257,0,0,7495,0,255
43,13,1452.25,0,21.17647,36.862743,31,3.125,0,37,35.294117,53.725491,16.078432,31.764706,20.784313,0,101,1.960784,26,1,73,27.5,14.257,0,0,7495,0,255
44,13,1452.25,0,21.17647,35.686275,31,3.125,0,37,35.294117,53.725491,16.078432,31.764706,20.784313,0,101,1.960784,26,1,73,27.5,14.257,0,0,7495,0,255
45,15,1456.25,0,20.784313,35.686275,31,3.125,0,35,35.294117,53.725491,16.078432,31.764706,20.784313,0,101,1.960784,27,3,73,27.5,14.257,0,0,7495,0,255
46,15,1456.25,0,20.784313,35.686275,31,3.125,0,35,35.294117,53.725491,16.078432,31.764706,20.784313,0,101,1.960784,27,3,79.699997,27.699997,14.257,0,0,7495,0,255
47,15,1456.25,0,20.784313,35.686275,31,3.125,0,35,35.294117,53.333332,16.078432,31.764706,20.784313,0,101,1.568627,27,3,79.699997,27.699997,14.257,0,0,7495,0,255
48,15,1432.75,0,20.784313,35.686275,32,3.125,0,36,35.294117,53.333332,16.078432,31.764706,20.784313,0,101,1.568627,27,5,79.699997,27.699997,14.257,0,0,7495,0,255
49,17,1432.75,0,20.784313,35.686275,32,3.125,0,36,35.294117,53.333332,16.078432,31.764706,20.784313,0,101,1.568627,27,5,79.699997,27.699997,14.257,0,0,7495,0,255
50,17,1432.75,0,20.784313,35.686275,32,3.125,0,36,35.294117,53.333332,16.078432,31.764706,20.784313,0,101,1.568627,27,5,93.800003,27.900002,14.257,0,0,7495,0,255
51,17,1432.75,0,20.784313,35.686275,32,3.125,0,36,35.294117,53.333332,16.078432,31.764706,20.784313,0,101,1.568627,27,5,93.800003,27.900002,14.257,0,0,7495,0,255
52,17,1405.25,0,20.784313,35.294117,33,3.125,0,35,35.294117,53.333332,16.078432,31.764706,20.784313,0,101,1.568627,27,5,93.800003,27.900002,14.257,0,0,7495,0,255
53,19,1405.25,0,20.784313,35.294117,33,3.125,0,35,35.294117,53.333332,16.078432,31.764706,20.784313,0,101,1.568627,27,5,93.800003,27.900002,14.257,0,0,7495,0,255
54,19,1405.25,0,20.784313,35.294117,33,3.125,0,35,35.294117,52.941177,16.078432,31.764706,20.392157,0,101,1.568627,27,5,108.199997,28.300003,14.257,0,0,7495,0,255
55,19,1405.25,0,20.784313,34.509804,34,3.125,0,35,35.294117,52.941177,16.078432,31.764706,20.392157,0,101,1.568627,27,5,108.199997,28.300003,14.257,0,0,7495,0,255
56,21,1358.5,0,20.392157,34.509804,34,3.90625,0,34,35.294117,52.941177,16.078432,31.764706,20.392157,0,101,1.568627,27,6,108.199997,28.300003,14.257,0,0,7495,0,255
57,21,1358.5,0,20.392157,34.509804,34,3.90625,0,34,35.294117,52.941177,16.078432,31.764706,20.392157,0,101,1.568627,27,6,122.300003,28.900002,14.257,0,0,7495,0,255
58,21,1358.5,0,20.392157,34.509804,34,3.90625,0,34,35.294117,52.549019,16.078432,31.764706,20.392157,0,101,1.176471,27,6,122.300003,28.900002,14.257,0,0,7495,0,255
59,21,1285.75,0,20.392157,34.117645,35,3.90625,0,34,35.294117,52.549019,16.078432,31.764706,20.392157,0,101,1.176471,27,7,122.300003,28.900002,14.257,0,0,7495,0,255
60,23,1285.75,0,20,34.117645,35,3.90625,0,34,35.294117,52.549019,16.078432,31.764706,20.392157,0,101,1.176471,27,7,122.300003,28.900002,14.257,0,0,7495,0,255
61,23,1285.75,0,20,34.117645,35,3.90625,0,34,35.294117,52.549019,16.078432,31.764706,20.392157,0,101,0.784314,27,7,129.100006,29.5,14.257,0,0,7495,0,255
62,23,1285.75,0,20,34.117645,35,3.90625,0,34,35.294117,52.549019,16.078432,31.764706,20,0,101,0.784314,27,7,129.100006,29.5,14.257,0,0,7495,0,255
63,23,1217,0,20,34.901962,35,3.90625,0,36,35.294117,52.549019,16.078432,31.764706,20,0,101,0.784314,27,7,129.100006,29.5,14.257,0,0,7495,0,255
64,24,1217,0,20,34.901962,35,3.90625,0,36,35.294117,52.549019,16.078432,31.764706,20,0,101,0.784314,27,7,129.100006,29.5,14.257,0,0,7495,0,255
65,24,1217,0,20,34.901962,35,3.90625,0,36,35.294117,52.156864,16.078432,31.764706,20,0,101,0.784314,27,7,142.199997,29.800003,14.199,0,0,7495,0,255
66,24,1217,0,20,35.686275,36,3.90625,0,36,35.294117,52.156864,16.078432,31.764706,20,0,101,0.784314,27,7,142.199997,29.800003,14.199,0,0,7495,0,255
67,26,1151.5,0,19.607843,35.686275,36,3.125,0,36,35.294117,52.156864,16.078432,31.764706,20,0,101,0.784314,27,5,142.199997,29.800003,14.199,0,0,7495,0,255
68,26,1151.5,0,19.607843,35.686275,36,3.125,0,36,35.294117,52.156864,16.078432,31.764706,20,0,101,0.784314,27,5,154.5,30.5,14.199,0,0,7495,0,255
69,26,1151.5,0,19.607843,35.686275,36,3.125,0,36,35.294117,52.156864,16.078432,31.764706,19.607843,0,101,0.392157,27,5,154.5,30.5,14.199,0,0,7495,0,255
70,26,1090.5,0,19.607843,34.901962,36,3.90625,0,35,35.294117,52.156864,16.078432,31.764706,19.607843,0,101,0.392157,27,6,154.5,30.5,14.199,0,0,7495,0,255
71,28,1090.5,0,19.607843,34.901962,36,3.90625,0,35,35.294117,52.156864,16.078432,31.764706,19.607843,0,101,0.392157,27,6,154.5,30.5,14.199,0,0,7495,0,255
72,28,1090.5,0,19.607843,34.901962,36,3.90625,0,35,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,27,6,165.899994,31.199997,14.199,0,0,7495,0,255
73,28,1090.5,0,19.607843,34.901962,36,3.90625,0,35,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,27,6,165.899994,31.199997,14.199,0,0,7495,0,255
74,28,1013.25,0,19.215687,34.509804,36,3.90625,0,35,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,27,6,165.899994,31.199997,14.199,0,0,7495,0,255
75,30,1013.25,0,19.215687,34.509804,36,3.90625,0,35,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,27,6,165.899994,31.199997,14.199,0,0,7495,0,255
76,30,1013.25,0,19.215687,34.509804,36,3.90625,0,35,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,27,6,176.100006,32,14.179,0,0,7495,0,255
77,30,1013.25,0,19.215687,35.294117,36,3.90625,0,35,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,27,6,176.100006,32,14.179,0,0,7495,0,255
78,32,961.5,0,19.215687,35.294117,37,3.125,0,35,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,5,176.100006,32,14.179,0,0,7495,0,255
79,32,961.5,0,19.215687,35.294117,37,3.125,0,35,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,5,180.800003,32.400002,14.179,0,0,7495,0,255
80,32,961.5,0,19.215687,35.294117,37,3.125,0,35,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0,28,5,180.800003,32.400002,14.179,0,0,7495,0,255
81,32,953.75,0,19.215687,37.254902,38,3.125,0,39,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0,28,5,180.800003,32.400002,14.179,0,0,7495,0,255
82,33,953.75,0,19.215687,37.254902,38,3.125,0,39,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0,28,2,180.800003,32.400002,14.179,0,0,7495,0,255
83,33,953.75,0,19.215687,37.254902,38,3.125,0,39,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,28,2,189.899994,33.199997,14.199,0,0,7495,0,255
84,33,953.75,0,19.215687,37.254902,38,3.125,0,39,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,2,189.899994,33.199997,14.199,0,0,7495,0,255
85,33,965.5,0,19.607843,38.431374,38,3.125,0,38,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,-3,189.899994,33.199997,14.199,0,0,7495,0,255
86,35,965.5,0,19.607843,38.431374,38,3.125,0,38,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,-3,189.899994,33.199997,14.199,0,0,7495,0,255
87,35,965.5,0,19.607843,38.431374,38,3.125,0,38,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,-3,198.5,34.099998,14.199,0,0,7495,0,255
88,35,965.5,0,19.607843,38.431374,38,3.125,0,38,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,-3,198.5,34.099998,14.199,0,0,7495,0,255
89,37,974,0,19.607843,38.823528,39,3.125,-6.25,40,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,-1,198.5,34.099998,14.199,0,0,7495,0,255
90,37,974,0,19.607843,38.823528,39,3.125,-6.25,40,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,-1,207,34.099998,14.199,0,0,7495,0,255
91,37,974,0,19.607843,38.823528,39,3.125,-6.25,40,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,-1,207,35,14.199,0,0,7495,0,255
92,37,962.5,0,19.607843,38.431374,40,3.125,-9.375,39,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,-1,207,35,14.199,0,0,7495,0,255
93,39,962.5,0,19.607843,38.431374,40,3.125,-9.375,39,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,-1,207,35,14.199,0,0,7495,0,255
94,39,962.5,0,19.607843,38.431374,40,3.125,-9.375,39,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,-1,211.100006,35.400002,14.179,0,0,7495,0,255
95,39,962.5,0,19.607843,38.431374,40,3.125,-9.375,39,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,-1,211.100006,35.400002,14.179,0,0,7495,0,255
96,39,952.25,0,19.607843,38.039215,40,3.125,-9.375,39,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,1,211.100006,35.400002,14.179,0,0,7495,0,255
97,41,952.25,0,19.607843,38.039215,40,3.125,-9.375,39,35.294117,51.764706,16.078432,31.764706,19.607843,0,101,0.392157,28,1,211.100006,35.400002,14.179,0,0,7495,0,255
98,41,952.25,0,19.607843,38.039215,40,3.125,-9.375,39,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,28,1,219.100006,36.400002,14.14,0,0,7495,0,255
99,41,952.25,0,19.607843,38.039215,40,3.125,-9.375,39,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,28,1,219.100006,36.400002,14.14,0,0,7495,0,255
100,42,965.5,0,19.215687,37.64706,40,3.125,-8.59375,38,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,28,-1,219.100006,36.400002,14.14,0,0,7495,0,255
101,42,965.5,0,19.215687,37.64706,40,3.125,-8.59375,38,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,28,-1,219.100006,36.400002,14.14,0,0,7495,0,255
102,42,965.5,0,19.215687,37.64706,40,3.125,-8.59375,38,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,28,-1,226.799988,37.5,14.14,0,0,7495,0,255
103,42,965.5,0,19.215687,37.64706,41,3.125,-12.5,38,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,28,-1,226.799988,37.5,14.14,0,0,7495,0,255
104,44,950,0,19.215687,37.64706,41,3.125,-12.5,38,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,28,2,226.799988,37.5,14.14,0,0,7495,0,255
105,44,950,0,19.215687,37.64706,41,3.125,-12.5,38,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,28,2,234.200012,38.599998,14.14,0,0,7495,0,255
106,44,950,0,19.215687,37.64706,41,3.125,-12.5,38,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,28,2,234.200012,38.599998,14.14,0,0,7495,0,255
107,44,954.5,0,19.215687,37.64706,41,3.125,-7.03125,38,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,28,-1,234.200012,38.599998,14.14,0,0,7495,0,255
108,46,954.5,0,19.215687,37.64706,41,3.125,-7.03125,38,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0.392157,28,-1,234.200012,38.599998,14.14,0,0,7495,0,255
109,46,954.5,0,19.215687,37.64706,41,3.125,-7.03125,38,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0,28,-1,237.799988,39.099998,14.16,0,0,7495,0,255
110,46,954.5,0,19.215687,37.64706,41,3.125,-7.03125,38,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0,28,-1,237.799988,39.099998,14.16,0,0,7495,0,255
111,46,951.5,0,19.215687,36.862743,41,3.125,-10.9375,36,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0,28,2,237.799988,39.099998,14.16,0,0,7495,0,255
112,48,951.5,0,19.215687,36.862743,41,3.125,-10.9375,36,35.294117,51.764706,16.078432,31.764706,19.215687,0,101,0,28,2,237.799988,39.099998,14.16,0,0,7495,0,255
113,48,951.5,0,19.215687,36.862743,41,3.125,-10.9375,36,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,2,244.799988,40.300003,14.16,0,0,7495,0,255
114,48,951.5,0,19.215687,36.862743,42,3.125,-10.15625,36,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,2,244.799988,40.300003,14.16,0,0,7495,0,255
115,50,946,0,19.215687,36.862743,42,3.125,-10.15625,38,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,2,244.799988,40.300003,14.16,0,0,7495,0,255
116,50,946,0,19.215687,36.862743,42,3.125,-10.15625,38,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,2,251.399994,41.5,14.16,0,0,7495,0,255
117,50,946,0,19.215687,36.862743,42,3.125,-10.15625,38,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,2,251.399994,41.5,14.16,0,0,7495,0,255
118,50,957,0,19.215687,36.470589,43,3.125,-7.03125,37,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,1,251.399994,41.5,14.16,0,0,7495,0,255
119,51,957,0,19.215687,36.470589,43,3.125,-7.03125,37,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,1,251.399994,41.5,14.16,0,0,7495,0,255
120,51,957,0,19.215687,36.470589,43,3.125,-7.03125,37,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,1,257.799988,42.699997,14.16,0,0,7495,0,255
121,51,957,0,19.215687,36.470589,43,3.125,-7.03125,37,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,1,257.799988,42.699997,14.16,0,0,7495,0,255
122,51,925,0,19.215687,36.470589,43,3.125,-11.71875,37,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,4,257.799988,42.699997,14.16,0,0,7495,0,255
123,53,925,0,19.215687,36.470589,43,3.125,-11.71875,37,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,4,257.799988,42.699997,14.16,0,0,7495,0,255
124,53,925,0,19.215687,36.470589,43,3.125,-11.71875,37,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,4,260.799988,43.300003,14.14,0,0,7495,0,255
125,53,925,0,19.215687,36.470589,43,3.125,-8.59375,37,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,4,260.799988,43.300003,14.14,0,0,7495,0,255
126,55,925.75,0,19.215687,36.470589,43,3.125,-8.59375,37,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,2,260.799988,43.300003,14.14,0,0,7495,0,255
127,55,925.75,0,19.215687,36.470589,43,3.125,-8.59375,37,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,2,266.600006,44.599998,14.14,0,0,7495,0,255
128,55,925.75,0,19.215687,36.470589,43,3.125,-8.59375,37,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,2,266.600006,44.599998,14.14,0,0,7495,0,255
129,55,930.25,0,19.215687,36.470589,44,3.125,-8.59375,37,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,2,266.600006,44.599998,14.14,0,0,7495,0,255
130,57,930.25,0,19.215687,36.470589,44,3.125,-8.59375,37,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,2,266.600006,44.599998,14.14,0,0,7495,0,255
131,57,930.25,0,19.215687,36.470589,44,3.125,-8.59375,37,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,2,272.200012,45.800003,14.14,0,0,7495,0,255
132,57,930.25,0,19.215687,36.470589,44,3.125,-8.59375,37,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,2,272.200012,45.800003,14.14,0,0,7495,0,255
133,57,922.5,0,19.215687,36.470589,44,3.125,-11.71875,36,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,4,272.200012,45.800003,14.14,0,0,7495,0,255
134,59,922.5,0,19.215687,36.470589,44,3.125,-11.71875,36,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,4,272.200012,45.800003,14.14,0,0,7495,0,255
135,59,922.5,0,19.215687,36.470589,44,3.125,-11.71875,36,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,4,277.5,47.199997,14.14,0,0,7496,0,255
136,59,922.5,0,19.215687,36.07843,45,3.125,-7.03125,36,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,4,277.5,47.199997,14.14,0,0,7496,0,255
137,61,926.5,0,19.215687,36.07843,45,3.125,-7.03125,37,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,2,277.5,47.199997,14.14,0,0,7496,0,255
138,61,926.5,0,19.215687,36.07843,45,3.125,-7.03125,37,35.294117,51.372547,16.078432,31.764706,19.215687,0,101,0,28,2,280,47.800003,14.14,0,0,7496,0,255
139,61,926.5,0,19.215687,36.07843,45,3.125,-7.03125,37,35.294117,51.372547,16.078432,31.764706,18.82353,0,101,0,28,2,280,47.800003,14.16,0,0,7496,0,255
140,61,917.75,0,19.215687,36.07843,45,3.125,-9.375,36,35.294117,51.372547,16.078432,31.764706,18.82353,0,101,0,28,4,280,47.800003,14.16,0,0,7496,0,255
